episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
755,800.0,541,462222,0.1,0.12524668041754652,4107.229654541006,True,False
756,1040.0,797,463019,0.1,0.10932941025768841,4114.189185416035,True,False
757,540.0,464,463483,0.1,0.11289930518652344,4118.101074333012,True,False
758,980.0,717,464200,0.1,0.13087694754617082,4124.084612415987,True,False
759,500.0,442,464642,0.1,0.11726881682195446,4127.8685192500125,True,False
760,640.0,507,465149,0.1,0.12254963510149107,4132.223801541026,True,False
761,1170.0,799,465948,0.1,0.12726093824021517,4139.077489165997,True,False
762,720.0,601,466549,0.1,0.12285807096709808,4144.169573916006,True,False
763,1300.0,957,467506,0.1,0.1265992674056955,4152.139377125015,True,False
764,1270.0,918,468424,0.1,0.10553908420969611,4159.922213624988,True,False
765,1510.0,856,469280,0.1,0.11835207031151959,4167.788083249994,True,False
766,1830.0,925,470205,0.1,0.12241175633681801,4176.199865250033,True,False
767,1720.0,1231,471436,0.1,0.10085718949966423,4187.3660769580165,True,False
768,1010.0,739,472175,0.1,0.10177622154436033,4193.513597708021,True,False
769,1320.0,813,472988,0.1,0.0935297205715495,4200.627029541007,True,False
770,1120.0,861,473849,0.1,0.10097365065716034,4208.488410833001,True,False
771,540.0,448,474297,0.1,0.082909219931545,4212.6599136660225,True,False
772,1390.0,875,475172,0.1,0.10812084529906103,4221.266041250026,True,False
773,690.0,584,475756,0.1,0.09038201794793753,4226.872829375032,True,False
774,540.0,513,476269,0.1,0.11145395539642777,4231.833702375006,True,False
775,600.0,487,476756,0.1,0.10924288714457242,4236.418174833001,True,False
776,720.0,606,477362,0.1,0.12853098499113755,4243.609523708001,True,False
777,1370.0,790,478152,0.1,0.13331813752801733,4251.16547883302,True,False
778,360.0,346,478498,0.1,0.11715852367410133,4254.480857125018,True,False
779,500.0,443,478941,0.1,0.13549850008509182,4258.699740624987,True,False
780,240.0,300,479241,0.1,0.12503577237327893,4261.500109040993,True,False
781,1000.0,1106,480347,0.1,0.13333005136202858,4271.83812775003,True,False
782,510.0,595,480942,0.1,0.13812760914982164,4277.448508833011,True,False
783,250.0,341,481283,0.1,0.104613772494828,4280.600618166034,True,False
784,1210.0,858,482141,0.1,0.11263192558531152,4288.844237125013,True,False
785,600.0,752,482893,0.1,0.14151020155862926,4295.850230791024,True,False
786,810.0,754,483647,0.1,0.0991585004202863,4303.206044833001,True,False
787,700.0,739,484386,0.1,0.12219160146809913,4310.259149208025,True,False
788,2130.0,1033,485419,0.1,0.11820008688743493,4320.255524832988,True,False
789,340.0,397,485816,0.1,0.11578777316957713,4323.998207291006,True,False
790,1000.0,700,486516,0.1,0.11997387729585171,4330.738918083021,True,False
791,2070.0,616,487132,0.1,0.12916988153736314,4336.725831207994,True,False
792,490.0,416,487548,0.1,0.13162026377036595,4340.710966041021,True,False
793,820.0,596,488144,0.1,0.11382661223561572,4346.242073833011,True,False
794,1020.0,856,489000,0.1,0.12042749677480102,4354.315634208033,True,False
795,580.0,486,489486,0.1,0.12417670048403838,4358.895502875035,True,False
796,1020.0,772,490258,0.1,0.12699575540778552,4366.11381499999,True,False
797,440.0,401,490659,0.1,0.11607131887227297,4369.898940332991,True,False
798,590.0,525,491184,0.1,0.11886553958792126,4374.9084321249975,True,False
799,1370.0,734,491918,0.1,0.11879232879524511,4382.017874207988,True,False
800,490.0,476,492394,0.1,0.10782321702156748,4386.54626504099,True,False
